0,2030,0,2030
0,2029,0,2029
0,2029,0,2029
0,2028,0,2028
0,2028,0,2028
1,2028,1,2028
1,2027,1,2027
2,2027,2,2027
4,2026,3,2026
5,2026,4,2026
7,2026,6,2026
10,2025,8,2025
13,2025,11,2025
17,2024,14,2024
22,2024,18,2024
28,2024,23,2024
34,2023,29,2023
42,2023,36,2023
51,2023,43,2023
60,2022,52,2022
71,2022,62,2022
83,2021,73,2021
96,2021,86,2021
110,2021,99,2021
125,2020,114,2020
141,2020,130,2020
158,2019,147,2019
176,2019,165,2019
194,2019,184,2019
213,2018,204,2018
232,2018,224,2018
251,2018,246,2018
271,2017,267,2017
291,2017,290,2017
311,2016,313,2016
330,2016,335,2016
350,2016,358,2016
369,2015,381,2015
388,2015,404,2015
406,2015,427,2015
424,2014,449,2014
441,2014,470,2014
458,2014,491,2014
474,2013,511,2013
489,2013,531,2013
504,2012,549,2012
518,2012,567,2012
531,2012,583,2012
544,2011,599,2011
555,2011,613,2011
566,2011,626,2011
576,2010,638,2010
585,2010,649,2010
594,2010,659,2010
602,2009,668,2009
609,2009,675,2009
616,2008,682,2008
622,2008,688,2008
627,2008,692,2008
632,2007,696,2007
637,2007,699,2007
641,2007,701,2007
645,2006,703,2006
649,2006,703,2006
652,2006,703,2006
655,2005,703,2005
657,2005,701,2005
660,2005,700,2005
662,2004,697,2004
663,2004,695,2004
665,2004,692,2004
666,2003,689,2003
668,2003,685,2003
669,2002,682,2002
670,2002,678,2002
671,2002,675,2002
672,2001,672,2001
673,2001,669,2001
674,2001,666,2001
675,2000,664,2000
677,2000,663,2000
678,2000,662,2000
680,1999,661,1999
682,1999,662,1999
685,1999,663,1999
687,1998,665,1998
690,1998,668,1998
693,1998,671,1998
697,1997,676,1997
701,1997,681,1997
705,1997,687,1997
709,1996,694,1996
714,1996,701,1996
720,1996,709,1996
726,1995,718,1995
732,1995,728,1995
739,1995,738,1995
747,1994,748,1994
755,1994,759,1994
764,1994,770,1994
773,1993,782,1993
783,1993,794,1993
794,1993,806,1993
805,1992,818,1992
817,1992,831,1992
829,1992,843,1992
842,1991,856,1991
855,1991,869,1991
869,1991,882,1991
882,1991,895,1991
896,1990,908,1990
909,1990,922,1990
923,1990,935,1990
936,1989,948,1989
949,1989,961,1989
961,1989,974,1989
973,1988,987,1988
985,1988,1000,1988
996,1988,1012,1988
1007,1987,1025,1987
1018,1987,1037,1987
1028,1987,1049,1987
1038,1986,1060,1986
1047,1986,1072,1986
1057,1986,1083,1986
1066,1985,1094,1985
1075,1985,1105,1985
1084,1985,1115,1985
1093,1985,1125,1985
1102,1984,1134,1984
1110,1984,1143,1984
1118,1984,1152,1984
1126,1983,1159,1983
1133,1983,1167,1983
1140,1983,1173,1983
1147,1982,1180,1982
1153,1982,1185,1982
1159,1982,1189,1982
1164,1981,1193,1981
1168,1981,1196,1981
1171,1981,1198,1981
1174,1981,1199,1981
1176,1980,1199,1980
1176,1980,1198,1980
1176,1980,1196,1980
1174,1979,1192,1979
1171,1979,1188,1979
1166,1979,1182,1979
1161,1978,1175,1978
1153,1978,1167,1978
1145,1978,1158,1978
1135,1978,1148,1978
1124,1977,1137,1977
1111,1977,1124,1977
1097,1977,1111,1977
1082,1976,1097,1976
1066,1976,1081,1976
1050,1976,1065,1976
1032,1976,1049,1976
1014,1975,1031,1975
995,1975,1013,1975
975,1975,994,1975
956,1974,975,1974
936,1974,955,1974
917,1974,935,1974
898,1973,914,1973
879,1973,893,1973
860,1973,872,1973
841,1973,850,1973
823,1972,828,1972
806,1972,807,1972
789,1972,785,1972
772,1972,764,1972
755,1971,743,1971
739,1971,722,1971
723,1971,702,1971
707,1970,682,1970
692,1970,663,1970
676,1970,644,1970
661,1970,626,1970
645,1969,609,1969
630,1969,593,1969
615,1969,577,1969
600,1968,561,1968
586,1968,547,1968
572,1968,533,1968
558,1968,520,1968
545,1967,507,1967
532,1967,495,1967
521,1967,484,1967
510,1966,473,1966
499,1966,463,1966
490,1966,453,1966
481,1966,443,1966
473,1965,434,1965
465,1965,426,1965
459,1965,418,1965
453,1965,410,1965
447,1964,403,1964
442,1964,396,1964
438,1964,390,1964
434,1964,385,1964
430,1963,380,1963
426,1963,376,1963
422,1963,372,1963
419,1962,369,1962
415,1962,366,1962
411,1962,364,1962
407,1962,361,1962
402,1961,360,1961
398,1961,358,1961
393,1961,356,1961
388,1961,355,1961
383,1960,353,1960
378,1960,351,1960
373,1960,349,1960
368,1960,347,1960
363,1959,345,1959
358,1959,342,1959
353,1959,340,1959
348,1959,336,1959
343,1958,333,1958
338,1958,329,1958
333,1958,325,1958
327,1958,321,1958
321,1957,316,1957
315,1957,311,1957
309,1957,306,1957
302,1957,300,1957
294,1956,294,1956
286,1956,287,1956
277,1956,279,1956
267,1956,271,1956
257,1955,262,1955
245,1955,252,1955
233,1955,241,1955
220,1955,230,1955
206,1954,217,1954
191,1954,203,1954
175,1954,189,1954
158,1954,173,1954
140,1953,156,1953
122,1953,138,1953
104,1953,119,1953
84,1953,100,1953
65,1952,79,1952
45,1952,57,1952
24,1952,35,1952
3,1952,12,1952
-18,1951,-11,1951
-39,1951,-35,1951
-60,1951,-59,1951
-82,1951,-84,1951
-104,1950,-109,1950
-126,1950,-134,1950
-148,1950,-159,1950
-171,1950,-183,1950
-193,1949,-208,1949
-217,1949,-233,1949
-240,1949,-257,1949
-264,1949,-281,1949
-289,1948,-305,1948
-313,1948,-328,1948
-338,1948,-352,1948
-364,1948,-374,1948
-389,1947,-396,1947
-415,1947,-418,1947
-440,1947,-440,1947
-466,1947,-461,1947
-492,1947,-481,1947
-517,1946,-501,1946
-543,1946,-521,1946
-567,1946,-540,1946
-592,1946,-559,1946
-615,1945,-578,1945
-638,1945,-596,1945
-661,1945,-614,1945
-682,1945,-631,1945
-703,1944,-648,1944
-722,1944,-665,1944
-741,1944,-682,1944
-759,1944,-698,1944
-775,1944,-713,1944
-791,1943,-728,1943
-806,1943,-743,1943
-819,1943,-757,1943
-832,1943,-771,1943
-843,1942,-784,1942
-853,1942,-796,1942
-863,1942,-808,1942
-871,1942,-818,1942
-878,1942,-828,1942
-884,1941,-837,1941
-889,1941,-846,1941
-894,1941,-853,1941
-897,1941,-859,1941
-899,1940,-865,1940
-901,1940,-869,1940
-902,1940,-873,1940
-902,1940,-876,1940
-901,1940,-878,1940
-900,1939,-879,1939
-898,1939,-880,1939
-896,1939,-879,1939
-893,1939,-879,1939
-890,1938,-878,1938
-886,1938,-876,1938
-882,1938,-874,1938
-878,1938,-872,1938
-873,1938,-869,1938
-868,1937,-866,1937
-862,1937,-863,1937
-857,1937,-860,1937
-851,1937,-857,1937
-845,1937,-854,1937
-839,1936,-850,1936
-833,1936,-847,1936
-828,1936,-843,1936
-822,1936,-840,1936
-817,1935,-836,1935
-812,1935,-832,1935
-808,1935,-828,1935
-804,1935,-823,1935
-801,1935,-819,1935
-799,1934,-814,1934
-797,1934,-810,1934
-796,1934,-805,1934
-796,1934,-800,1934
-796,1934,-796,1934
-797,1933,-792,1933
-799,1933,-788,1933
-801,1933,-784,1933
-804,1933,-781,1933
-808,1933,-779,1933
-811,1932,-777,1932
-816,1932,-776,1932
-820,1932,-777,1932
-825,1932,-778,1932
-830,1932,-780,1932
-836,1931,-784,1931
-841,1931,-789,1931
-847,1931,-795,1931
-853,1931,-802,1931
-860,1931,-810,1931
-866,1930,-820,1930
-873,1930,-831,1930
-880,1930,-842,1930
-887,1930,-855,1930
-894,1930,-868,1930
-902,1929,-881,1929
-910,1929,-895,1929
-918,1929,-910,1929
-926,1929,-924,1929
-934,1929,-938,1929
-943,1928,-952,1928
-951,1928,-966,1928
-959,1928,-978,1928
-967,1928,-990,1928
-975,1928,-1002,1928
-983,1927,-1012,1927
-991,1927,-1021,1927
-998,1927,-1029,1927
-1005,1927,-1036,1927
-1012,1927,-1042,1927
-1018,1926,-1047,1926
-1024,1926,-1050,1926
-1029,1926,-1053,1926
-1034,1926,-1055,1926
-1038,1926,-1056,1926
-1041,1925,-1056,1925
-1044,1925,-1056,1925
-1047,1925,-1055,1925
-1048,1925,-1054,1925
-1049,1925,-1052,1925
-1049,1924,-1049,1924
-1049,1924,-1046,1924
-1047,1924,-1043,1924
-1045,1924,-1040,1924
-1042,1924,-1035,1924
-1039,1924,-1031,1924
-1034,1923,-1025,1923
-1029,1923,-1020,1923
-1023,1923,-1013,1923
-1016,1923,-1006,1923
-1008,1923,-997,1923
-1000,1922,-988,1922
-990,1922,-978,1922
-980,1922,-967,1922
-968,1922,-955,1922
-956,1922,-942,1922
-942,1921,-928,1921
-927,1921,-913,1921
-912,1921,-898,1921
-895,1921,-881,1921
-877,1921,-863,1921
-859,1921,-845,1921
-839,1920,-825,1920
-819,1920,-805,1920
-797,1920,-785,1920
-775,1920,-764,1920
-753,1920,-742,1920
-729,1920,-720,1920
-706,1919,-697,1919
-682,1919,-675,1919
-658,1919,-652,1919
-633,1919,-629,1919
-609,1919,-606,1919
-584,1918,-583,1918
-560,1918,-560,1918
-536,1918,-537,1918
-512,1918,-514,1918
-488,1918,-491,1918
-464,1918,-469,1918
-440,1917,-446,1917
-417,1917,-425,1917
-394,1917,-403,1917
-372,1917,-381,1917
-349,1917,-360,1917
-327,1917,-340,1917
-305,1916,-320,1916
-284,1916,-300,1916
-263,1916,-280,1916
-243,1916,-261,1916
-223,1916,-243,1916
-204,1915,-225,1915
-186,1915,-208,1915
-168,1915,-191,1915
-151,1915,-174,1915
-135,1915,-158,1915
-120,1915,-143,1915
-106,1914,-128,1914
-92,1914,-114,1914
-80,1914,-100,1914
-68,1914,-87,1914
-57,1914,-75,1914
-47,1914,-63,1914
-38,1913,-52,1913
-30,1913,-42,1913
-22,1913,-32,1913
-16,1913,-24,1913
-9,1913,-16,1913
-4,1913,-9,1913
1,1912,-2,1912
6,1912,4,1912
10,1912,9,1912
14,1912,14,1912
18,1912,19,1912
22,1912,23,1912
25,1911,27,1911
28,1911,30,1911
32,1911,34,1911
35,1911,37,1911
38,1911,40,1911
42,1911,44,1911
45,1911,47,1911
49,1910,50,1910
53,1910,54,1910
58,1910,58,1910
62,1910,61,1910
67,1910,65,1910
72,1910,70,1910
77,1909,74,1909
83,1909,79,1909
89,1909,83,1909
95,1909,89,1909
101,1909,94,1909
108,1909,100,1909
115,1908,105,1908
122,1908,112,1908
130,1908,118,1908
138,1908,125,1908
146,1908,133,1908
155,1908,140,1908
164,1908,149,1908
174,1907,158,1907
185,1907,167,1907
196,1907,178,1907
208,1907,189,1907
220,1907,201,1907
233,1907,214,1907
248,1906,227,1906
263,1906,242,1906
278,1906,258,1906
295,1906,275,1906
313,1906,293,1906
331,1906,313,1906
350,1906,333,1906
369,1905,354,1905
389,1905,376,1905
410,1905,398,1905
431,1905,422,1905
452,1905,446,1905
473,1905,471,1905
495,1904,496,1904
517,1904,522,1904
538,1904,547,1904
560,1904,573,1904
581,1904,599,1904
603,1904,625,1904
624,1904,650,1904
645,1903,675,1903
665,1903,700,1903
686,1903,724,1903
706,1903,747,1903
726,1903,770,1903
746,1903,792,1903
766,1903,813,1903
785,1902,833,1902
805,1902,853,1902
824,1902,872,1902
843,1902,890,1902
863,1902,907,1902
881,1902,924,1902
900,1902,939,1902
918,1901,954,1901
936,1901,969,1901
954,1901,982,1901
971,1901,995,1901
988,1901,1007,1901
1003,1901,1018,1901
1018,1901,1028,1901
1033,1900,1038,1900
